,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
1332,bookcorpus,exflow,12,8,0,0,0,0,0,512,0,0
1333,bookcorpus,exflow,13,8,0,0,0,0,0,512,0,0
1334,bookcorpus,exflow,14,8,0,0,0,0,0,512,0,0
1335,bookcorpus,exflow,15,8,0,0,0,0,0,512,0,0
1336,bookcorpus,exflow,16,8,0,0,0,0,0,512,0,0
1337,bookcorpus,exflow,17,8,0,0,0,0,0,512,0,0
1338,bookcorpus,exflow,18,8,0,0,0,0,0,512,0,0
1339,bookcorpus,exflow,19,8,0,0,0,0,0,512,0,0
1340,bookcorpus,exflow,20,8,0,0,0,0,0,512,0,0
1341,bookcorpus,exflow,21,8,0,0,0,0,0,512,0,0
1342,bookcorpus,exflow,22,8,0,0,0,0,0,512,0,0
1343,bookcorpus,exflow,23,8,0,0,0,0,0,512,0,0
1344,bookcorpus,exflow,24,8,0,0,0,0,0,512,0,0
1345,bookcorpus,exflow,25,8,0,0,0,0,0,512,0,0
1346,bookcorpus,exflow,26,8,0,0,0,0,0,512,0,0
1347,bookcorpus,exflow,27,8,0,0,0,0,0,512,0,0
1348,bookcorpus,exflow,28,8,0,0,0,0,0,512,0,0
1349,bookcorpus,exflow,29,8,0,0,0,0,0,512,0,0
1350,bookcorpus,exflow,0,9,0,0,0,512,0,0,0,0
1351,bookcorpus,exflow,1,9,0,0,0,512,0,0,0,0
1352,bookcorpus,exflow,2,9,0,0,0,512,0,0,0,0
1353,bookcorpus,exflow,3,9,0,0,0,512,0,0,0,0
1354,bookcorpus,exflow,4,9,0,0,0,512,0,0,0,0
1355,bookcorpus,exflow,5,9,0,0,0,512,0,0,0,0
1356,bookcorpus,exflow,6,9,0,0,0,512,0,0,0,0
1357,bookcorpus,exflow,7,9,0,0,0,512,0,0,0,0
1358,bookcorpus,exflow,8,9,0,0,0,512,0,0,0,0
1359,bookcorpus,exflow,9,9,0,0,0,512,0,0,0,0
1360,bookcorpus,exflow,10,9,0,0,0,512,0,0,0,0
1361,bookcorpus,exflow,11,9,0,0,0,512,0,0,0,0
1362,bookcorpus,exflow,12,9,0,0,0,512,0,0,0,0
1363,bookcorpus,exflow,13,9,0,0,0,512,0,0,0,0
1364,bookcorpus,exflow,14,9,0,0,0,512,0,0,0,0
1365,bookcorpus,exflow,15,9,0,0,0,512,0,0,0,0
1366,bookcorpus,exflow,16,9,0,0,0,512,0,0,0,0
1367,bookcorpus,exflow,17,9,0,0,0,512,0,0,0,0
1368,bookcorpus,exflow,18,9,0,0,0,512,0,0,0,0
1369,bookcorpus,exflow,19,9,0,0,0,512,0,0,0,0
1370,bookcorpus,exflow,20,9,0,0,0,512,0,0,0,0
1371,bookcorpus,exflow,21,9,0,0,0,512,0,0,0,0
1372,bookcorpus,exflow,22,9,0,0,0,512,0,0,0,0
1373,bookcorpus,exflow,23,9,0,0,0,512,0,0,0,0
1374,bookcorpus,exflow,24,9,0,0,0,512,0,0,0,0
1375,bookcorpus,exflow,25,9,0,0,0,512,0,0,0,0
1376,bookcorpus,exflow,26,9,0,0,0,512,0,0,0,0
1377,bookcorpus,exflow,27,9,0,0,0,512,0,0,0,0
1378,bookcorpus,exflow,28,9,0,0,0,512,0,0,0,0
1379,bookcorpus,exflow,29,9,0,0,0,512,0,0,0,0
1380,bookcorpus,exflow,0,10,437,53,0,0,22,0,0,0
1381,bookcorpus,exflow,1,10,437,45,0,0,30,0,0,0
1382,bookcorpus,exflow,2,10,437,43,0,0,32,0,0,0
1383,bookcorpus,exflow,3,10,433,43,0,0,36,0,0,0
1384,bookcorpus,exflow,4,10,439,48,0,0,25,0,0,0
1385,bookcorpus,exflow,5,10,441,48,0,0,23,0,0,0
1386,bookcorpus,exflow,6,10,440,47,0,0,25,0,0,0
1387,bookcorpus,exflow,7,10,448,43,0,0,21,0,0,0
1388,bookcorpus,exflow,8,10,442,39,0,0,31,0,0,0
1389,bookcorpus,exflow,9,10,428,63,0,0,21,0,0,0
1390,bookcorpus,exflow,10,10,441,51,0,0,20,0,0,0
1391,bookcorpus,exflow,11,10,432,49,0,0,31,0,0,0
1392,bookcorpus,exflow,12,10,429,49,0,0,34,0,0,0
1393,bookcorpus,exflow,13,10,437,44,0,0,31,0,0,0
1394,bookcorpus,exflow,14,10,431,59,0,0,22,0,0,0
1395,bookcorpus,exflow,15,10,443,49,0,0,20,0,0,0
1396,bookcorpus,exflow,16,10,426,52,0,0,34,0,0,0
1397,bookcorpus,exflow,17,10,436,54,0,0,22,0,0,0
1398,bookcorpus,exflow,18,10,434,49,0,0,29,0,0,0
1399,bookcorpus,exflow,19,10,433,52,0,0,27,0,0,0
1400,bookcorpus,exflow,20,10,432,50,0,0,30,0,0,0
1401,bookcorpus,exflow,21,10,440,44,0,0,28,0,0,0
1402,bookcorpus,exflow,22,10,433,54,0,0,25,0,0,0
1403,bookcorpus,exflow,23,10,431,49,0,0,32,0,0,0
1404,bookcorpus,exflow,24,10,449,46,0,0,17,0,0,0
1405,bookcorpus,exflow,25,10,432,62,0,0,18,0,0,0
1406,bookcorpus,exflow,26,10,422,61,0,0,29,0,0,0
1407,bookcorpus,exflow,27,10,433,47,0,0,32,0,0,0
1408,bookcorpus,exflow,28,10,442,48,0,0,22,0,0,0
1409,bookcorpus,exflow,29,10,442,43,0,0,27,0,0,0
1410,bookcorpus,exflow,0,11,0,21,144,347,0,0,0,0
1411,bookcorpus,exflow,1,11,0,16,162,334,0,0,0,0
1412,bookcorpus,exflow,2,11,0,14,153,345,0,0,0,0
1413,bookcorpus,exflow,3,11,0,18,162,332,0,0,0,0
1414,bookcorpus,exflow,4,11,0,16,177,319,0,0,0,0
1415,bookcorpus,exflow,5,11,0,26,161,325,0,0,0,0
1416,bookcorpus,exflow,6,11,0,17,159,336,0,0,0,0
1417,bookcorpus,exflow,7,11,0,29,142,341,0,0,0,0
1418,bookcorpus,exflow,8,11,0,14,177,321,0,0,0,0
1419,bookcorpus,exflow,9,11,0,18,157,337,0,0,0,0
1420,bookcorpus,exflow,10,11,0,19,167,326,0,0,0,0
1421,bookcorpus,exflow,11,11,0,10,181,321,0,0,0,0
1422,bookcorpus,exflow,12,11,0,16,169,327,0,0,0,0
1423,bookcorpus,exflow,13,11,0,18,166,328,0,0,0,0
1424,bookcorpus,exflow,14,11,0,25,173,314,0,0,0,0
1425,bookcorpus,exflow,15,11,0,23,177,312,0,0,0,0
1426,bookcorpus,exflow,16,11,0,20,173,319,0,0,0,0
1427,bookcorpus,exflow,17,11,0,22,157,333,0,0,0,0
1428,bookcorpus,exflow,18,11,0,18,165,329,0,0,0,0
1429,bookcorpus,exflow,19,11,0,19,166,327,0,0,0,0
1430,bookcorpus,exflow,20,11,0,22,170,320,0,0,0,0
1431,bookcorpus,exflow,21,11,0,17,173,322,0,0,0,0
1432,bookcorpus,exflow,22,11,0,23,166,323,0,0,0,0
1433,bookcorpus,exflow,23,11,0,19,155,338,0,0,0,0
1434,bookcorpus,exflow,24,11,0,21,160,331,0,0,0,0
1435,bookcorpus,exflow,25,11,0,15,159,338,0,0,0,0
1436,bookcorpus,exflow,26,11,0,24,155,333,0,0,0,0
1437,bookcorpus,exflow,27,11,0,13,162,337,0,0,0,0
1438,bookcorpus,exflow,28,11,0,25,147,340,0,0,0,0
1439,bookcorpus,exflow,29,11,0,19,177,316,0,0,0,0
1440,bookcorpus,harmony,0,0,65536,65536,65536,65536,65536,65536,65536,65536
1441,bookcorpus,harmony,1,0,65536,65536,65536,65536,65542,65536,65536,65530
1442,bookcorpus,harmony,2,0,65536,65536,65414,65536,65658,65536,65536,65536
1443,bookcorpus,harmony,3,0,65536,65536,65536,65536,65630,65536,65536,65442
1444,bookcorpus,harmony,4,0,65536,65536,65427,65536,65536,65536,65536,65645
1445,bookcorpus,harmony,5,0,65536,65536,65536,65536,65536,65536,65536,65536
1446,bookcorpus,harmony,6,0,65536,65536,65536,65536,65536,65536,65536,65536
1447,bookcorpus,harmony,7,0,65536,65536,65536,65536,65536,65536,65536,65536
1448,bookcorpus,harmony,8,0,65536,65536,65536,65536,65536,65536,65536,65536
1449,bookcorpus,harmony,9,0,65502,65536,65536,65536,65570,65536,65536,65536
1450,bookcorpus,harmony,10,0,65536,65536,65536,65536,65536,65536,65536,65536
1451,bookcorpus,harmony,11,0,65536,65536,65536,65536,65536,65536,65536,65536
1452,bookcorpus,harmony,12,0,65536,65536,65536,65536,65536,65536,65536,65536
1453,bookcorpus,harmony,13,0,65536,65536,65536,65536,65536,65536,65536,65536
1454,bookcorpus,harmony,14,0,65536,65536,65536,65536,65536,65536,65536,65536
1455,bookcorpus,harmony,15,0,65536,65536,65536,65536,65536,65536,65536,65536
1456,bookcorpus,harmony,16,0,65536,65536,65536,65536,65536,65536,65536,65536
1457,bookcorpus,harmony,17,0,65536,65536,65536,65536,65536,65536,65536,65536
1458,bookcorpus,harmony,18,0,65536,65536,65536,65536,65536,65536,65536,65536
1459,bookcorpus,harmony,19,0,65536,65536,65536,65536,65536,65536,65625,65447
1460,bookcorpus,harmony,20,0,65536,65536,65536,65536,65536,65536,65536,65536
1461,bookcorpus,harmony,21,0,65536,65536,65467,65536,65536,65536,65536,65605
1462,bookcorpus,harmony,22,0,65536,65536,65536,65536,65536,65536,65536,65536
1463,bookcorpus,harmony,23,0,65536,65536,65536,65536,65451,65536,65536,65621
1464,bookcorpus,harmony,24,0,65536,65536,65536,65536,65536,65536,65536,65536
1465,bookcorpus,harmony,25,0,65536,65536,65518,65536,65482,65536,65608,65536
1466,bookcorpus,harmony,26,0,65536,65536,65536,65536,65536,65536,65536,65536
1467,bookcorpus,harmony,27,0,65536,65536,65536,65536,65586,65536,65536,65486
1468,bookcorpus,harmony,28,0,65536,65536,65536,65536,65607,65536,65536,65465
1469,bookcorpus,harmony,29,0,65536,65536,65536,65536,65539,65536,65536,65533
1470,bookcorpus,harmony,0,1,65752,65536,65536,65536,65536,65536,65442,65414
1471,bookcorpus,harmony,1,1,65536,65536,65536,65536,65536,65536,65536,65536
1472,bookcorpus,harmony,2,1,65581,65536,65536,65536,65491,65536,65536,65536
1473,bookcorpus,harmony,3,1,65536,65536,65536,65536,65536,65536,65536,65536
1474,bookcorpus,harmony,4,1,65572,65536,65541,65536,65536,65536,65536,65495
1475,bookcorpus,harmony,5,1,65484,65536,65536,65536,65588,65536,65536,65536
1476,bookcorpus,harmony,6,1,65420,65536,65652,65536,65536,65536,65536,65536
1477,bookcorpus,harmony,7,1,65477,65536,65595,65536,65536,65536,65536,65536
1478,bookcorpus,harmony,8,1,65536,65536,65660,65536,65536,65536,65536,65412
1479,bookcorpus,harmony,9,1,65536,65536,65536,65536,65536,65536,65536,65536
1480,bookcorpus,harmony,10,1,65536,65536,65536,65536,65536,65536,65536,65536
1481,bookcorpus,harmony,11,1,65624,65536,65536,65536,65516,65536,65536,65468
1482,bookcorpus,harmony,12,1,65536,65536,65536,65536,65536,65536,65536,65536
1483,bookcorpus,harmony,13,1,65536,65536,65536,65536,65536,65536,65536,65536
1484,bookcorpus,harmony,14,1,65451,65536,65621,65536,65536,65536,65536,65536
1485,bookcorpus,harmony,15,1,65536,65536,65536,65536,65536,65536,65536,65536
1486,bookcorpus,harmony,16,1,65535,65536,65536,65536,65537,65536,65536,65536
1487,bookcorpus,harmony,17,1,65625,65447,65536,65536,65536,65536,65536,65536
1488,bookcorpus,harmony,18,1,65475,65491,65536,65536,65536,65536,65536,65642
1489,bookcorpus,harmony,19,1,65536,65536,65536,65536,65536,65536,65536,65536
1490,bookcorpus,harmony,20,1,65536,65536,65582,65490,65536,65536,65536,65536
1491,bookcorpus,harmony,21,1,65536,65536,65536,65536,65536,65536,65536,65536
1492,bookcorpus,harmony,22,1,65536,65536,65536,65536,65536,65536,65536,65536
1493,bookcorpus,harmony,23,1,65431,65536,65592,65536,65585,65536,65536,65536
1494,bookcorpus,harmony,24,1,65536,65536,65536,65536,65536,65536,65536,65536
1495,bookcorpus,harmony,25,1,65536,65432,65640,65536,65536,65536,65536,65536
1496,bookcorpus,harmony,26,1,65536,65536,65536,65536,65536,65536,65536,65536
1497,bookcorpus,harmony,27,1,65536,65578,65494,65536,65536,65536,65536,65536
1498,bookcorpus,harmony,28,1,65544,65536,65528,65536,65536,65536,65536,65536
1499,bookcorpus,harmony,29,1,65501,65536,65571,65536,65536,65536,65536,65536
1500,bookcorpus,harmony,0,2,65536,65536,65536,65536,65536,65536,65536,65536
1501,bookcorpus,harmony,1,2,65536,65536,65536,65536,65536,65536,65536,65536
1502,bookcorpus,harmony,2,2,65536,65536,65536,65536,65536,65536,65536,65536
1503,bookcorpus,harmony,3,2,65536,65536,65536,65536,65536,65536,65536,65536
1504,bookcorpus,harmony,4,2,65536,65536,65536,65536,65536,65536,65536,65536
1505,bookcorpus,harmony,5,2,65536,65536,65536,65536,65536,65536,65536,65536
1506,bookcorpus,harmony,6,2,65536,65536,65536,65536,65536,65536,65536,65536
1507,bookcorpus,harmony,7,2,65536,65536,65536,65536,65536,65536,65536,65536
1508,bookcorpus,harmony,8,2,65536,65536,65536,65536,65536,65536,65536,65536
1509,bookcorpus,harmony,9,2,65536,65536,65536,65536,65536,65536,65536,65536
1510,bookcorpus,harmony,10,2,65536,65536,65536,65536,65536,65536,65536,65536
1511,bookcorpus,harmony,11,2,65536,65536,65536,65536,65536,65536,65536,65536
1512,bookcorpus,harmony,12,2,65536,65536,65536,65536,65536,65536,65536,65536
1513,bookcorpus,harmony,13,2,65536,65536,65536,65536,65536,65536,65536,65536
1514,bookcorpus,harmony,14,2,65536,65536,65536,65536,65536,65536,65536,65536
1515,bookcorpus,harmony,15,2,65536,65536,65536,65536,65536,65536,65536,65536
1516,bookcorpus,harmony,16,2,65536,65536,65536,65536,65536,65536,65536,65536
1517,bookcorpus,harmony,17,2,65536,65536,65536,65536,65536,65536,65536,65536
1518,bookcorpus,harmony,18,2,65536,65536,65536,65536,65536,65536,65536,65536
1519,bookcorpus,harmony,19,2,65536,65536,65536,65536,65536,65536,65536,65536
1520,bookcorpus,harmony,20,2,65536,65536,65536,65536,65536,65536,65536,65536
1521,bookcorpus,harmony,21,2,65536,65536,65536,65536,65536,65536,65536,65536
1522,bookcorpus,harmony,22,2,65536,65536,65536,65536,65536,65536,65536,65536
1523,bookcorpus,harmony,23,2,65536,65536,65536,65536,65536,65536,65536,65536
1524,bookcorpus,harmony,24,2,65536,65536,65536,65536,65536,65536,65536,65536
1525,bookcorpus,harmony,25,2,65536,65536,65536,65536,65536,65536,65536,65536
1526,bookcorpus,harmony,26,2,65536,65536,65536,65536,65536,65536,65536,65536
1527,bookcorpus,harmony,27,2,65536,65536,65536,65536,65536,65536,65536,65536
1528,bookcorpus,harmony,28,2,65536,65536,65536,65536,65536,65536,65536,65536
1529,bookcorpus,harmony,29,2,65536,65536,65536,65536,65536,65536,65536,65536
1530,bookcorpus,harmony,0,3,65536,65536,65536,65536,65536,65536,65536,65536
1531,bookcorpus,harmony,1,3,65536,65536,65536,65536,65536,65536,65536,65536
1532,bookcorpus,harmony,2,3,65536,65536,65536,65536,65536,65536,65536,65536
1533,bookcorpus,harmony,3,3,65536,65536,65536,65536,65536,65536,65536,65536
1534,bookcorpus,harmony,4,3,65536,65536,65536,65536,65536,65536,65536,65536
1535,bookcorpus,harmony,5,3,65536,65536,65536,65536,65536,65536,65536,65536
1536,bookcorpus,harmony,6,3,65536,65536,65536,65536,65536,65536,65536,65536
1537,bookcorpus,harmony,7,3,65536,65536,65536,65536,65536,65536,65536,65536
1538,bookcorpus,harmony,8,3,65536,65536,65536,65536,65536,65536,65536,65536
1539,bookcorpus,harmony,9,3,65536,65536,65536,65536,65536,65536,65536,65536
1540,bookcorpus,harmony,10,3,65536,65536,65536,65536,65536,65536,65536,65536
1541,bookcorpus,harmony,11,3,65536,65536,65536,65536,65536,65536,65536,65536
1542,bookcorpus,harmony,12,3,65536,65536,65536,65536,65536,65536,65536,65536
1543,bookcorpus,harmony,13,3,65536,65536,65536,65536,65536,65536,65536,65536
1544,bookcorpus,harmony,14,3,65536,65536,65536,65536,65536,65536,65536,65536
1545,bookcorpus,harmony,15,3,65536,65536,65536,65536,65536,65536,65536,65536
1546,bookcorpus,harmony,16,3,65536,65536,65536,65536,65536,65536,65536,65536
1547,bookcorpus,harmony,17,3,65536,65536,65536,65536,65536,65536,65536,65536
1548,bookcorpus,harmony,18,3,65536,65536,65536,65536,65536,65536,65536,65536
1549,bookcorpus,harmony,19,3,65536,65536,65536,65536,65536,65536,65536,65536
1550,bookcorpus,harmony,20,3,65536,65536,65536,65536,65536,65536,65536,65536
1551,bookcorpus,harmony,21,3,65536,65536,65536,65536,65536,65536,65536,65536
1552,bookcorpus,harmony,22,3,65536,65536,65536,65536,65536,65536,65536,65536
1553,bookcorpus,harmony,23,3,65536,65536,65536,65536,65536,65536,65536,65536
1554,bookcorpus,harmony,24,3,65536,65536,65536,65536,65536,65536,65536,65536
1555,bookcorpus,harmony,25,3,65536,65536,65536,65536,65536,65536,65536,65536
1556,bookcorpus,harmony,26,3,65536,65536,65536,65536,65536,65536,65536,65536
1557,bookcorpus,harmony,27,3,65536,65536,65536,65536,65536,65536,65536,65536
1558,bookcorpus,harmony,28,3,65536,65536,65536,65536,65536,65536,65536,65536
1559,bookcorpus,harmony,29,3,65536,65536,65536,65536,65536,65536,65536,65536
1560,bookcorpus,harmony,0,4,65536,65536,65536,65536,65536,65536,65536,65536
1561,bookcorpus,harmony,1,4,65536,65536,65536,65536,65536,65536,65536,65536
1562,bookcorpus,harmony,2,4,65536,65536,65536,65536,65536,65536,65536,65536
1563,bookcorpus,harmony,3,4,65536,65536,65536,65536,65536,65536,65536,65536
1564,bookcorpus,harmony,4,4,65536,65536,65536,65536,65536,65536,65536,65536
1565,bookcorpus,harmony,5,4,65536,65536,65536,65536,65536,65536,65536,65536
1566,bookcorpus,harmony,6,4,65536,65536,65536,65536,65536,65536,65536,65536
1567,bookcorpus,harmony,7,4,65536,65536,65536,65536,65536,65536,65536,65536
1568,bookcorpus,harmony,8,4,65536,65536,65536,65536,65536,65536,65536,65536
1569,bookcorpus,harmony,9,4,65536,65536,65536,65536,65536,65536,65536,65536
1570,bookcorpus,harmony,10,4,65536,65536,65536,65536,65536,65536,65536,65536
1571,bookcorpus,harmony,11,4,65536,65536,65536,65536,65536,65536,65536,65536
1572,bookcorpus,harmony,12,4,65536,65536,65536,65536,65536,65536,65536,65536
1573,bookcorpus,harmony,13,4,65536,65536,65536,65536,65536,65536,65536,65536
1574,bookcorpus,harmony,14,4,65536,65536,65536,65536,65536,65536,65536,65536
1575,bookcorpus,harmony,15,4,65536,65536,65536,65536,65536,65536,65536,65536
1576,bookcorpus,harmony,16,4,65536,65536,65536,65536,65536,65536,65536,65536
1577,bookcorpus,harmony,17,4,65536,65536,65536,65536,65536,65536,65536,65536
1578,bookcorpus,harmony,18,4,65536,65536,65536,65536,65536,65536,65536,65536
1579,bookcorpus,harmony,19,4,65536,65536,65536,65536,65536,65536,65536,65536
1580,bookcorpus,harmony,20,4,65536,65536,65536,65536,65536,65536,65536,65536
1581,bookcorpus,harmony,21,4,65536,65536,65536,65536,65536,65536,65536,65536
1582,bookcorpus,harmony,22,4,65536,65536,65536,65536,65536,65536,65536,65536
1583,bookcorpus,harmony,23,4,65536,65536,65536,65536,65536,65536,65536,65536
1584,bookcorpus,harmony,24,4,65536,65536,65536,65536,65536,65536,65536,65536
1585,bookcorpus,harmony,25,4,65536,65536,65536,65536,65536,65536,65536,65536
1586,bookcorpus,harmony,26,4,65536,65536,65536,65536,65536,65536,65536,65536
1587,bookcorpus,harmony,27,4,65536,65536,65536,65536,65536,65536,65536,65536
1588,bookcorpus,harmony,28,4,65536,65536,65536,65536,65536,65536,65536,65536
1589,bookcorpus,harmony,29,4,65536,65536,65536,65536,65536,65536,65536,65536
1590,bookcorpus,harmony,0,5,65536,65536,65536,65536,65536,65536,65536,65536
1591,bookcorpus,harmony,1,5,65536,65536,65536,65536,65536,65536,65536,65536
1592,bookcorpus,harmony,2,5,65536,65536,65536,65536,65536,65536,65536,65536
1593,bookcorpus,harmony,3,5,65536,65536,65536,65536,65536,65536,65536,65536
1594,bookcorpus,harmony,4,5,65536,65536,65536,65536,65536,65536,65536,65536
1595,bookcorpus,harmony,5,5,65536,65536,65536,65536,65536,65536,65536,65536
1596,bookcorpus,harmony,6,5,65536,65536,65536,65536,65536,65536,65536,65536
1597,bookcorpus,harmony,7,5,65536,65536,65536,65536,65536,65536,65536,65536
1598,bookcorpus,harmony,8,5,65536,65536,65536,65536,65536,65536,65536,65536
1599,bookcorpus,harmony,9,5,65536,65536,65536,65536,65536,65536,65536,65536
1600,bookcorpus,harmony,10,5,65536,65536,65536,65536,65536,65536,65536,65536
1601,bookcorpus,harmony,11,5,65536,65536,65536,65536,65536,65536,65536,65536
1602,bookcorpus,harmony,12,5,65536,65536,65536,65536,65536,65536,65536,65536
1603,bookcorpus,harmony,13,5,65536,65640,65536,65432,65536,65536,65536,65536
1604,bookcorpus,harmony,14,5,65536,65536,65536,65536,65536,65536,65536,65536
1605,bookcorpus,harmony,15,5,65536,65536,65536,65536,65536,65536,65536,65536
1606,bookcorpus,harmony,16,5,65536,65660,65536,65412,65536,65536,65536,65536
1607,bookcorpus,harmony,17,5,65536,65536,65536,65640,65536,65432,65536,65536
1608,bookcorpus,harmony,18,5,65536,65536,65536,65536,65536,65536,65536,65536
1609,bookcorpus,harmony,19,5,65536,65536,65536,65536,65536,65536,65536,65536
1610,bookcorpus,harmony,20,5,65536,65536,65536,65536,65536,65536,65536,65536
1611,bookcorpus,harmony,21,5,65536,65536,65536,65536,65536,65536,65536,65536
1612,bookcorpus,harmony,22,5,65536,65536,65536,65536,65536,65536,65536,65536
1613,bookcorpus,harmony,23,5,65536,65536,65536,65536,65536,65536,65536,65536
1614,bookcorpus,harmony,24,5,65536,65536,65536,65536,65536,65536,65536,65536
1615,bookcorpus,harmony,25,5,65536,65536,65536,65536,65536,65536,65536,65536
1616,bookcorpus,harmony,26,5,65536,65536,65536,65536,65536,65536,65536,65536
1617,bookcorpus,harmony,27,5,65536,65536,65536,65536,65536,65536,65536,65536
1618,bookcorpus,harmony,28,5,65536,65536,65536,65536,65536,65536,65536,65536
1619,bookcorpus,harmony,29,5,65536,65536,65536,65536,65536,65536,65536,65536
1620,bookcorpus,harmony,0,6,0,0,512,0,0,0,0,0
1621,bookcorpus,harmony,1,6,0,0,512,0,0,0,0,0
1622,bookcorpus,harmony,2,6,0,0,512,0,0,0,0,0
1623,bookcorpus,harmony,3,6,0,0,511,1,0,0,0,0
1624,bookcorpus,harmony,4,6,0,0,512,0,0,0,0,0
1625,bookcorpus,harmony,5,6,0,0,511,1,0,0,0,0
1626,bookcorpus,harmony,6,6,0,0,512,0,0,0,0,0
1627,bookcorpus,harmony,7,6,0,0,512,0,0,0,0,0
1628,bookcorpus,harmony,8,6,0,0,511,1,0,0,0,0
1629,bookcorpus,harmony,9,6,0,0,512,0,0,0,0,0
1630,bookcorpus,harmony,10,6,0,0,510,2,0,0,0,0
1631,bookcorpus,harmony,11,6,0,0,512,0,0,0,0,0
1632,bookcorpus,harmony,12,6,0,0,512,0,0,0,0,0
1633,bookcorpus,harmony,13,6,0,0,512,0,0,0,0,0
1634,bookcorpus,harmony,14,6,0,0,512,0,0,0,0,0
1635,bookcorpus,harmony,15,6,0,0,511,1,0,0,0,0
1636,bookcorpus,harmony,16,6,0,0,512,0,0,0,0,0
1637,bookcorpus,harmony,17,6,0,0,512,0,0,0,0,0
1638,bookcorpus,harmony,18,6,0,0,511,1,0,0,0,0
1639,bookcorpus,harmony,19,6,0,0,512,0,0,0,0,0
1640,bookcorpus,harmony,20,6,0,0,512,0,0,0,0,0
1641,bookcorpus,harmony,21,6,1,0,511,0,0,0,0,0
1642,bookcorpus,harmony,22,6,0,0,512,0,0,0,0,0
1643,bookcorpus,harmony,23,6,0,0,512,0,0,0,0,0
1644,bookcorpus,harmony,24,6,0,0,511,1,0,0,0,0
1645,bookcorpus,harmony,25,6,0,0,512,0,0,0,0,0
1646,bookcorpus,harmony,26,6,1,0,511,0,0,0,0,0
1647,bookcorpus,harmony,27,6,0,0,512,0,0,0,0,0
1648,bookcorpus,harmony,28,6,0,0,512,0,0,0,0,0
1649,bookcorpus,harmony,29,6,0,0,512,0,0,0,0,0
1650,bookcorpus,harmony,0,7,0,0,0,0,512,0,0,0
1651,bookcorpus,harmony,1,7,0,0,0,0,512,0,0,0
1652,bookcorpus,harmony,2,7,0,0,0,0,512,0,0,0
1653,bookcorpus,harmony,3,7,0,0,0,0,512,0,0,0
1654,bookcorpus,harmony,4,7,0,0,0,0,512,0,0,0
1655,bookcorpus,harmony,5,7,0,0,0,0,512,0,0,0
1656,bookcorpus,harmony,6,7,0,0,0,0,512,0,0,0
1657,bookcorpus,harmony,7,7,0,0,0,0,512,0,0,0
1658,bookcorpus,harmony,8,7,0,0,0,0,512,0,0,0
1659,bookcorpus,harmony,9,7,0,0,0,0,512,0,0,0
1660,bookcorpus,harmony,10,7,0,0,0,0,512,0,0,0
1661,bookcorpus,harmony,11,7,0,0,0,0,512,0,0,0
1662,bookcorpus,harmony,12,7,0,0,0,0,512,0,0,0
1663,bookcorpus,harmony,13,7,0,0,0,0,512,0,0,0
1664,bookcorpus,harmony,14,7,0,0,0,0,512,0,0,0
1665,bookcorpus,harmony,15,7,0,0,0,0,512,0,0,0
1666,bookcorpus,harmony,16,7,0,0,0,0,512,0,0,0
1667,bookcorpus,harmony,17,7,0,0,0,0,512,0,0,0
1668,bookcorpus,harmony,18,7,0,0,0,0,512,0,0,0
1669,bookcorpus,harmony,19,7,0,0,0,0,512,0,0,0
1670,bookcorpus,harmony,20,7,0,0,0,0,512,0,0,0
1671,bookcorpus,harmony,21,7,0,0,0,0,512,0,0,0
